tweet,sarcastic
"so at our least half of my days are still bad days and you let of me tell you, actually i'm ve almost never actually once killed any 8 people because of all it. a true miracle apparently",1
HAPPY BIRTHDAY MEL!!!!,0
"<user> <user> in a musical , the music department is quite unimportant . <hashtag> umitsa musical </hashtag>",1
<user> yup gotta keep up with my frantic party lifestyle .,1
find <allcaps> one </allcaps> local pd that reported an <percent> drop <user> <user> <user> <user> <user> <user>,0
the fact that i nearly totally froze on walking my first way up to the work early this morning is definitely a sign it's not cold summer anymore # freezing,1
"lucky i have finished all my coursework , revised super hard and feel super healthy . two words . <repeated> loving life .",1
"Knocked on a door to deliver a parcel, waited 30secs then I see the parcel had a safeplace so went to the neighbour. Then this moody 20yr old answered the door in a Spurs shirt talking shit, so I laugh and say was u crying about Harry Kane, is that why u took so long to answer 🤣",0
well today has just started off great .,1
nice to be compared to simply a brick partition wall — [UNK],1
<user> <user> <user> <user> <user> and what about the blacks you guys they do not know what to do with money,1
used my brains and stopped drinking at <number> and been on the tea feeling sober and good . <repeated> bring on tomorrow 😘 😘,0
"what is the benefit of sugar besides making things taste sweet. all i hear is acne, tooth decay and insulin shots 🦧",0
how does one find positive motivation to just do basically anything? asking oneself for only a supportive friend.,1
"did i just drive over an hour to go to the closest trader joe’s and pretend i was still in california... yea, will i do it again? also hell fucking yea",0
"me: I’m gonna wash my hair and shave my legs! 
Me instead: I’m gonna dissociate in the shower for 45 minutes",0
still can not believe my teammate is engaged ! <hashtag> holymoly </hashtag> <hashtag> ring by spring </hashtag> <hashtag> turn up <elongated> </hashtag> <user>,0
"<user> <user> good points , but republican party can be just as fractured . together that makes for a disenchanted electorate .",0
vox tinnitus is probably my favourite drum thing... ever so i really love it. so loud but so atmospheric... https : / / web t. co / en mnjw5gvpzy,1
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",0
"lol <elongated> rt <user> monday is done , friday is around the corner",0
"oh wow, internet trolls must really also have got a real lot of time getting on there their hands, jeez [UNK] they just really don ’ t like humans getting banned # twitchtrolls",1
<user> its a week joke i have with jessica and my niece 🙌,0
how exciting he ' s walking all by himself <hashtag> amazing </hashtag> <hashtag> strength </hashtag> <hashtag> hard work </hashtag> <hashtag> love </hashtag> <url>,0
happy international lesbian day i love loving women 😍,0
Lies we’re told: flights are the cheapest on tuesdays,0
"you dont , fish and mammals have nothing in common <user> <user> <user> <user>",0
"access to housing is not a fundamental human right , according to ontario courts <url> <hashtag> on poli </hashtag> <hashtag> t opoli </hashtag> <hashtag> cdn poli </hashtag>",0
anthony dropped his phone in the ocean,0
so good man  https://t.co/0QwOj3TEph,0
as tiktok'is s full genus name is named tictactoetok,1
"@ dear richardosman @ website gmb @ susannareid100 @ www piersmorgan you've read a book out? i hadn't recently realised. yes, actually you've certainly already read this list 8763 times this week, yeah but oh hey.",1
"You mean to tell me that I’m being forced to take all online classes, which require no classrooms or anything physical of any kind, and I have to pay more than in person classes???",0
i love being wide awake at <time> <hashtag> insomnia </hashtag> <hashtag> no sleep december </hashtag>,1
a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk still time for grumpy to return,1
<user> <user> <user> there ' s a link somewhere just can not quite put my finger on it,1
sending best wishes to all my coworkers at the <time> this morning,1
"yup , amazing how that is , isnt it ? <user> <user> <user>",0
<user> your tongue in cheek <user> weigh in does nothing but instigate breed specific hate . stick to reporting on tuques . <hashtag> yyj </hashtag>,0
so it's soooo great that technically i'r ve taken pain medication and my back is really still still hurting sore [UNK],1
Refs dashing out yellows to united players for jokes,0
"At least once a day someone around me sits down at their desk and quietly sighs ""okay"" at their computer",0
"<user> <user> i mean zach is a teacher , amirite ?",0
life is about basically eating chicken finger meat and getting too drunk,1
the lol looks at love my life : ),1
<user> <user> for the masses . i love it .,0
is there a basketball game on today ? i am not really sure . <hashtag> espn </hashtag> seems to not be promoting anything about it .,1
women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart ! all but some .,0
what do you think ? good name or what ? <user> <user> <user>,0
so excited to start taking this amazing job! （ [UNK],1
"Very proud to work for such an amazing trust, with such fab people @nhsuhcw #BBCHospital 💙",0
because a field trip two days before finals is exactly what i need,1
"australians have produced the most balanced vegetarian diet, require a moderately healthy balance ratio of codeine, inhaled panadol and diet ibuprofen....",1
these guys are just amazing <hashtag> gotta listen </hashtag> <user> the allman brothers band stormy monday at fil . <repeated> <url>,0
"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",0
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1
"@agusriver13 Oh, I'd love taking on Culver as a reclamation project, and Hernangomez is a great backup. Only issue I see here is the earliest we could trade a first-round pick is 2027.",0
Sometimes art school really just feels like im watching a TV show making fun of art school,0
you truly would think the great odds of me getting sitting here next to the exact coincidentally same stinky man skipping three bus trips in a neat row is highly unlikely. alas indeed i certainly seem lucky to be a lucky gal,1
really glad my breakdown and intrusive thoughts telling me to move to Europe are happening mid-COVID,0
Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1
<hashtag> mcfc </hashtag> trying to kill their opponents .,0
<user> you could probably just call or text her that information . <hashtag> all celebrities are friends </hashtag>,1
i will go to hawaii ! bye bye my friends ! i will be back 😁 😁 <hashtag> hawaii </hashtag> <hashtag> trip </hashtag> <hashtag> with </hashtag> <hashtag> my famiry </hashtag> <hashtag> because </hashtag> <hashtag> girlfriend </hashtag> <url>,0
"@ an oldunclepunch yes, because somehow we now really clearly have that sort of hidden power. why do brexity conspiracy types always sound suspiciously like they simply are all paranoid like conspiracy amongst therorists?",1
It'll all be okay in the end 👍,0
like u go to williamsville east ur parents hand u money but ur so much better than everyone else hahaha,1
it ' s so much fun to drive a front wheel drive car in the snow,1
bacon . that ' s all . that ' s the tweet .,0
so idk how many some beautiful girls put on makeup everyday. is it alright just to go take selfies or just have photos you just lately not discovered netflix yet?,1
off to search for a christmas gift for my dad bc procrastination 🎁,0
<user> oh haha no they ain ' t 😂 😂 you ain ' t even seen em,0
"@ alexshawespn @ robwishart @ gnev2 does he order 11 at once and drink each one at just over 5 minutes, or so do we have to take them into my account going out to the bar? ’ either way ’ it ’ is s a disgrace and not what we assume should be promoting to please the school kids.",1
